city,AQI,PM2.5,PM10,SO2,NO2,CO,O3,main_pollution,time
信阳市,79,58,78,10,10,0.7,105,PM2.5,2019-02-05 14:00:00
周口市,153,117,186,24,15,0.8,100,PM2.5,2019-02-05 14:00:00
驻马店市,99,74,128,15,7,0.6,107,PM2.5,2019-02-05 14:00:00
武汉市,134,102,136,15,20,1.0,85,PM2.5,2019-02-05 14:00:00
黄石市,256,206,273,25,23,1.2,78,PM2.5,2019-02-05 14:00:00
十堰市,64,37,78,37,24,0.7,59,PM10,2019-02-05 14:00:00
宜昌市,127,96,128,10,18,1.0,77,PM2.5,2019-02-05 14:00:00
襄阳市,183,138,203,21,15,1.3,96,PM2.5,2019-02-05 14:00:00
鄂州市,268,218,273,35,24,2.0,70,PM2.5,2019-02-05 14:00:00
荆门市,212,162,201,17,20,1.1,93,PM2.5,2019-02-05 14:00:00
孝感市,242,192,234,13,12,1.7,66,PM2.5,2019-02-05 14:00:00
荆州市,249,199,277,19,13,1.0,81,PM2.5,2019-02-05 14:00:00
黄冈市,344,294,364,28,31,1.3,66,PM2.5,2019-02-05 14:00:00
咸宁市,115,87,92,8,11,0.8,60,PM2.5,2019-02-05 14:00:00
随州市,225,175,220,22,15,1.4,82,PM2.5,2019-02-05 14:00:00
恩施州,94,70,102,3,13,0.8,33,PM2.5,2019-02-05 14:00:00
长沙市,124,94,—,8,18,1.4,51,PM2.5,2019-02-05 14:00:00
株洲市,173,131,128,11,24,1.4,27,PM2.5,2019-02-05 14:00:00
湘潭市,139,106,128,15,22,1.4,45,PM2.5,2019-02-05 14:00:00
衡阳市,226,176,203,23,28,1.7,42,PM2.5,2019-02-05 14:00:00
邵阳市,190,143,180,16,16,1.3,51,PM2.5,2019-02-05 14:00:00
岳阳市,210,160,176,4,9,1.4,52,PM2.5,2019-02-05 14:00:00
常德市,63,45,64,9,3,0.8,80,PM2.5,2019-02-05 14:00:00
张家界市,74,54,85,9,7,0.9,75,PM2.5,2019-02-05 14:00:00
益阳市,119,90,96,5,14,1.4,57,PM2.5,2019-02-05 14:00:00
郴州市,133,101,142,24,15,1.5,72,PM2.5,2019-02-05 14:00:00
永州市,159,121,159,14,33,1.0,56,PM2.5,2019-02-05 14:00:00
怀化市,67,48,74,6,3,1.0,82,PM2.5,2019-02-05 14:00:00
娄底市,124,94,126,14,18,1.0,46,PM2.5,2019-02-05 14:00:00
湘西州,138,105,122,6,8,1.4,46,PM2.5,2019-02-05 14:00:00
广州市,45,31,42,5,13,0.8,88,—,2019-02-05 14:00:00
韶关市,124,94,94,27,20,1.4,56,PM2.5,2019-02-05 14:00:00
深圳市,42,29,41,6,9,0.8,91,—,2019-02-05 14:00:00
珠海市,48,31,48,4,12,1.0,90,—,2019-02-05 14:00:00
汕头市,65,47,57,9,10,1.0,93,PM2.5,2019-02-05 14:00:00
佛山市,50,28,50,6,9,0.7,77,—,2019-02-05 14:00:00
江门市,46,28,46,4,8,0.9,82,—,2019-02-05 14:00:00
湛江市,46,32,45,4,5,0.7,67,—,2019-02-05 14:00:00
茂名市,40,21,40,5,3,0.8,66,—,2019-02-05 14:00:00
肇庆市,49,34,47,7,7,0.6,73,—,2019-02-05 14:00:00
惠州市,48,22,48,7,8,0.8,84,—,2019-02-05 14:00:00
梅州市,64,46,60,7,7,0.9,53,PM2.5,2019-02-05 14:00:00
汕尾市,42,21,42,7,3,0.8,80,—,2019-02-05 14:00:00
河源市,38,20,38,7,8,0.8,72,—,2019-02-05 14:00:00
阳江市,50,26,50,4,3,0.9,76,—,2019-02-05 14:00:00
清远市,79,58,60,10,18,1.0,52,PM2.5,2019-02-05 14:00:00
东莞市,49,32,49,7,12,0.8,90,—,2019-02-05 14:00:00
中山市,42,26,42,4,4,0.7,83,—,2019-02-05 14:00:00
潮州市,63,45,56,8,4,1.0,76,PM2.5,2019-02-05 14:00:00
揭阳市,67,48,54,8,7,1.1,85,PM2.5,2019-02-05 14:00:00
云浮市,32,22,20,6,4,0.6,66,—,2019-02-05 14:00:00
南宁市,149,114,153,15,17,1.0,52,PM2.5,2019-02-05 14:00:00
柳州市,87,64,124,12,16,1.1,45,"PM10,PM2.5",2019-02-05 14:00:00
桂林市,183,138,175,17,25,1.0,57,PM2.5,2019-02-05 14:00:00
梧州市,142,108,126,16,10,0.9,74,PM2.5,2019-02-05 14:00:00
北海市,49,34,44,6,6,0.6,57,—,2019-02-05 14:00:00
防城港市,64,46,46,10,9,0.7,60,PM2.5,2019-02-05 14:00:00
钦州市,132,100,135,10,3,0.7,55,PM2.5,2019-02-05 14:00:00
贵港市,142,108,136,16,8,0.8,43,PM2.5,2019-02-05 14:00:00
玉林市,93,69,94,10,4,0.4,60,PM2.5,2019-02-05 14:00:00
百色市,57,40,50,6,6,1.0,36,PM2.5,2019-02-05 14:00:00
贺州市,152,116,154,14,12,0.7,66,PM2.5,2019-02-05 14:00:00
河池市,55,39,60,7,6,0.8,38,"PM10,PM2.5",2019-02-05 14:00:00
来宾市,102,76,114,10,10,0.8,54,PM2.5,2019-02-05 14:00:00
崇左市,59,42,54,5,6,0.6,70,PM2.5,2019-02-05 14:00:00
海口市,35,24,32,6,7,0.4,49,—,2019-02-05 14:00:00
三亚市,17,8,12,4,3,0.4,54,—,2019-02-05 14:00:00
重庆市,79,58,81,17,23,0.9,82,PM2.5,2019-02-05 14:00:00
成都市,107,80,111,11,17,0.6,112,PM2.5,2019-02-05 14:00:00
自贡市,237,187,227,17,22,0.8,95,PM2.5,2019-02-05 14:00:00
攀枝花市,28,18,25,29,16,1.0,89,—,2019-02-05 14:00:00
泸州市,98,73,89,19,14,0.8,78,PM2.5,2019-02-05 14:00:00
德阳市,142,108,119,12,14,0.8,113,PM2.5,2019-02-05 14:00:00
绵阳市,165,125,178,10,19,0.6,100,PM2.5,2019-02-05 14:00:00
广元市,142,108,135,17,23,1.1,68,PM2.5,2019-02-05 14:00:00
遂宁市,142,108,140,13,10,0.7,100,PM2.5,2019-02-05 14:00:00
内江市,93,69,96,19,18,1.0,116,PM2.5,2019-02-05 14:00:00
乐山市,110,83,104,11,13,0.6,82,PM2.5,2019-02-05 14:00:00
南充市,147,112,145,4,14,0.9,96,PM2.5,2019-02-05 14:00:00
眉山市,84,62,106,17,11,0.8,108,PM2.5,2019-02-05 14:00:00
宜宾市,118,89,115,25,15,0.7,100,PM2.5,2019-02-05 14:00:00
广安市,128,97,132,15,19,1.0,82,PM2.5,2019-02-05 14:00:00
达州市,92,68,97,6,16,0.6,68,PM2.5,2019-02-05 14:00:00
雅安市,59,42,64,6,16,0.6,96,PM2.5,2019-02-05 14:00:00
巴中市,92,68,87,6,10,0.6,71,PM2.5,2019-02-05 14:00:00
资阳市,166,126,172,11,15,0.8,121,PM2.5,2019-02-05 14:00:00
阿坝州,27,13,18,10,1,0.9,85,—,2019-02-05 14:00:00
甘孜州,17,6,17,14,12,0.2,38,—,2019-02-05 14:00:00
凉山州,59,42,54,22,10,1.0,114,PM2.5,2019-02-05 14:00:00
贵阳市,57,39,63,17,10,0.7,86,PM10,2019-02-05 14:00:00
六盘水市,36,18,36,14,15,0.5,77,—,2019-02-05 14:00:00
遵义市,63,45,61,37,10,0.6,74,PM2.5,2019-02-05 14:00:00
安顺市,36,25,28,14,8,0.7,84,—,2019-02-05 14:00:00
铜仁地区,70,51,74,8,4,1.1,83,PM2.5,2019-02-05 14:00:00
黔西南州,74,54,64,4,6,0.7,60,PM2.5,2019-02-05 14:00:00
毕节市,27,16,23,12,4,0.5,85,—,2019-02-05 14:00:00
黔东南州,58,40,66,7,4,0.6,81,PM10,2019-02-05 14:00:00
黔南州,57,40,44,8,5,0.4,57,PM2.5,2019-02-05 14:00:00
昆明市,33,23,28,19,14,0.7,101,—,2019-02-05 14:00:00
曲靖市,99,74,108,20,12,0.8,82,PM2.5,2019-02-05 14:00:00
玉溪市,31,21,31,9,8,0.6,94,—,2019-02-05 14:00:00
保山市,50,20,50,6,6,0.4,97,—,2019-02-05 14:00:00
昭通市,34,16,34,12,6,0.6,102,—,2019-02-05 14:00:00
丽江市,40,5,40,8,4,0.6,81,—,2019-02-05 14:00:00
普洱市,28,14,16,4,6,0.4,88,—,2019-02-05 14:00:00
临沧市,54,38,32,9,5,0.6,87,PM2.5,2019-02-05 14:00:00
楚雄州,29,17,22,7,4,0.4,90,—,2019-02-05 14:00:00
红河州,33,13,22,18,3,0.4,105,—,2019-02-05 14:00:00
文山州,38,26,32,20,6,0.3,90,—,2019-02-05 14:00:00
西双版纳州,46,32,46,10,9,0.3,94,—,2019-02-05 14:00:00
大理州,29,14,16,4,5,0.6,92,—,2019-02-05 14:00:00
德宏州,43,27,43,9,6,0.7,91,—,2019-02-05 14:00:00
怒江州,31,16,31,8,4,0.8,68,—,2019-02-05 14:00:00
迪庆州,36,20,36,5,3,0.4,86,—,2019-02-05 14:00:00
拉萨市,24,12,21,4,6,0.5,74,—,2019-02-05 14:00:00
昌都市,22,8,22,4,4,0.9,59,—,2019-02-05 14:00:00
山南市,25,8,25,2,6,0.6,72,—,2019-02-05 14:00:00
日喀则市,25,12,17,8,1,0.6,79,—,2019-02-05 14:00:00
那曲地区,24,10,24,4,3,0.4,66,—,2019-02-05 14:00:00
阿里地区,48,33,—,4,5,0.3,64,—,2019-02-05 14:00:00
林芝市,24,5,11,3,3,0.6,74,—,2019-02-05 14:00:00
西安市,259,209,260,31,35,1.2,90,PM2.5,2019-02-05 14:00:00
铜川市,105,79,129,26,15,0.9,113,PM2.5,2019-02-05 14:00:00
宝鸡市,129,98,154,14,28,1.1,88,PM2.5,2019-02-05 14:00:00
咸阳市,182,137,192,27,24,1.0,104,PM2.5,2019-02-05 14:00:00
渭南市,214,164,209,48,29,1.3,106,PM2.5,2019-02-05 14:00:00
延安市,53,22,55,16,29,0.9,62,PM10,2019-02-05 14:00:00
汉中市,117,88,125,12,10,0.9,62,PM2.5,2019-02-05 14:00:00
榆林市,48,28,48,8,10,0.2,80,—,2019-02-05 14:00:00
安康市,212,162,240,24,16,0.9,52,PM2.5,2019-02-05 14:00:00
商洛市,70,38,89,43,7,0.7,82,PM10,2019-02-05 14:00:00
兰州市,61,35,72,38,48,2.8,120,PM10,2019-02-05 14:00:00
嘉峪关市,32,18,32,11,10,0.6,93,—,2019-02-05 14:00:00
金昌市,42,16,42,90,9,0.6,83,—,2019-02-05 14:00:00
白银市,38,22,38,26,8,0.6,84,—,2019-02-05 14:00:00
天水市,54,34,58,22,10,0.4,88,PM10,2019-02-05 14:00:00
武威市,30,12,20,8,6,0.4,96,—,2019-02-05 14:00:00
张掖市,28,13,12,12,6,0.4,89,—,2019-02-05 14:00:00
平凉市,60,34,69,9,12,0.6,97,PM10,2019-02-05 14:00:00
酒泉市,35,18,35,22,12,0.7,94,—,2019-02-05 14:00:00
庆阳市,54,30,57,7,5,0.4,94,PM10,2019-02-05 14:00:00
定西市,60,32,69,26,8,0.8,91,PM10,2019-02-05 14:00:00
陇南市,64,46,—,14,12,0.8,86,PM2.5,2019-02-05 14:00:00
临夏州,31,12,28,92,15,0.6,89,—,2019-02-05 14:00:00
甘南州,74,40,98,13,7,0.3,106,PM10,2019-02-05 14:00:00
西宁市,62,44,72,12,23,1.1,69,PM2.5,2019-02-05 14:00:00
海东地区,53,33,56,16,6,1.0,91,PM10,2019-02-05 14:00:00
海北州,31,6,18,8,4,0.8,97,—,2019-02-05 14:00:00
黄南州,53,11,56,11,6,0.7,61,PM10,2019-02-05 14:00:00
海南州,32,8,19,9,3,0.4,102,—,2019-02-05 14:00:00
果洛州,51,15,51,21,6,0.6,102,PM10,2019-02-05 14:00:00
玉树州,62,44,74,2,3,0.5,74,"PM10,PM2.5",2019-02-05 14:00:00
海西州,38,14,38,11,10,0.9,97,—,2019-02-05 14:00:00
银川市,28,11,28,6,6,0.6,87,—,2019-02-05 14:00:00
石嘴山市,61,26,72,28,17,1.0,70,PM10,2019-02-05 14:00:00
吴忠市,27,9,25,6,4,0.2,84,—,2019-02-05 14:00:00
固原市,47,23,47,10,8,0.6,93,—,2019-02-05 14:00:00
中卫市,35,13,35,8,8,0.2,88,—,2019-02-05 14:00:00
乌鲁木齐市,263,213,262,17,54,2.5,44,PM2.5,2019-02-05 14:00:00
克拉玛依市,80,59,90,8,31,1.2,60,PM2.5,2019-02-05 14:00:00
吐鲁番地区,137,53,223,15,21,1.4,56,PM10,2019-02-05 14:00:00
哈密地区,303,80,422,36,16,2.6,44,PM10,2019-02-05 14:00:00
昌吉州,266,216,268,25,38,1.5,50,PM2.5,2019-02-05 14:00:00
博州,110,83,155,37,27,0.7,52,PM2.5,2019-02-05 14:00:00
库尔勒市,347,95,457,11,14,1.0,79,PM10,2019-02-05 14:00:00
阿克苏地区,188,71,326,14,20,0.7,51,PM10,2019-02-05 14:00:00
克州,139,70,227,7,11,3.0,59,PM10,2019-02-05 14:00:00
喀什地区,355,200,464,25,50,2.5,50,PM10,2019-02-05 14:00:00
和田地区,198,72,346,44,68,2.2,42,PM10,2019-02-05 14:00:00
伊犁哈萨克州,100,75,89,60,45,2.2,56,PM2.5,2019-02-05 14:00:00
塔城地区,63,45,55,12,22,2.3,66,PM2.5,2019-02-05 14:00:00
阿勒泰地区,16,1,7,6,13,0.6,50,—,2019-02-05 14:00:00
石河子市,293,243,267,24,38,2.2,50,PM2.5,2019-02-05 14:00:00
五家渠市,226,176,194,36,—,2.0,—,PM2.5,2019-02-05 14:00:00
北京市,183,96,316,7,17,0.9,48,PM10,2019-02-05 15:00:00
天津市,86,36,122,10,12,0.7,57,PM10,2019-02-05 15:00:00
石家庄市,149,114,216,32,28,1.5,100,PM2.5,2019-02-05 15:00:00
唐山市,88,41,126,28,24,1.2,44,PM10,2019-02-05 15:00:00
秦皇岛市,53,33,56,10,7,0.7,69,PM10,2019-02-05 15:00:00
邯郸市,254,204,327,43,27,2.0,102,PM2.5,2019-02-05 15:00:00
邢台市,220,170,263,45,32,1.4,95,PM2.5,2019-02-05 15:00:00
保定市,200,150,249,16,24,1.8,50,PM2.5,2019-02-05 15:00:00
承德市,119,90,177,22,14,1.2,79,PM2.5,2019-02-05 15:00:00
沧州市,109,82,146,19,11,1.0,57,PM2.5,2019-02-05 15:00:00
廊坊市,148,52,246,6,10,0.7,49,PM10,2019-02-05 15:00:00
衡水市,327,277,389,24,36,2.4,61,PM2.5,2019-02-05 15:00:00
张家口市,158,120,230,41,34,1.9,72,PM2.5,2019-02-05 15:00:00
太原市,186,140,201,137,40,1.7,81,PM2.5,2019-02-05 15:00:00
大同市,81,23,111,16,8,0.4,84,PM10,2019-02-05 15:00:00
阳泉市,47,26,47,18,7,0.3,90,—,2019-02-05 15:00:00
长治市,62,34,73,15,15,1.1,103,PM10,2019-02-05 15:00:00
晋城市,115,87,129,26,23,1.8,98,PM2.5,2019-02-05 15:00:00
朔州市,75,18,99,5,2,0.4,94,PM10,2019-02-05 15:00:00
晋中市,98,73,113,129,31,1.4,80,PM2.5,2019-02-05 15:00:00
运城市,239,189,257,56,21,2.2,101,PM2.5,2019-02-05 15:00:00
忻州市,61,22,71,26,12,0.5,97,PM10,2019-02-05 15:00:00
临汾市,192,144,194,79,29,2.3,119,PM2.5,2019-02-05 15:00:00
吕梁市,83,61,92,30,10,0.9,84,PM2.5,2019-02-05 15:00:00
呼和浩特市,128,97,191,30,22,1.1,81,PM2.5,2019-02-05 15:00:00
包头市,128,49,205,15,12,0.7,73,PM10,2019-02-05 15:00:00
乌海市,57,15,64,7,4,0.5,89,PM10,2019-02-05 15:00:00
赤峰市,53,33,56,33,16,0.7,52,PM10,2019-02-05 15:00:00
通辽市,29,17,29,9,5,0.3,69,—,2019-02-05 15:00:00
鄂尔多斯市,84,21,118,7,8,0.4,90,PM10,2019-02-05 15:00:00
呼伦贝尔市,23,16,23,4,4,0.4,68,—,2019-02-05 15:00:00
巴彦淖尔市,98,27,146,6,5,0.6,83,PM10,2019-02-05 15:00:00
乌兰察布市,500,478,656,24,8,0.3,94,PM10,2019-02-05 15:00:00
兴安盟,22,13,21,6,5,0.2,70,—,2019-02-05 15:00:00
锡林郭勒盟,65,5,79,10,2,0.2,64,PM10,2019-02-05 15:00:00
阿拉善盟,32,16,32,7,5,0.4,89,—,2019-02-05 15:00:00
沈阳市,57,34,63,15,12,0.6,62,PM10,2019-02-05 15:00:00
大连市,94,69,137,11,13,0.8,60,PM10,2019-02-05 15:00:00
瓦房店市,175,132,214,32,28,1.3,36,PM2.5,2019-02-05 15:00:00
鞍山市,92,68,127,29,26,0.9,54,PM2.5,2019-02-05 15:00:00
抚顺市,45,31,35,11,6,0.5,76,—,2019-02-05 15:00:00
本溪市,73,53,86,14,14,0.9,62,PM2.5,2019-02-05 15:00:00
丹东市,59,42,67,23,14,0.6,53,"PM10,PM2.5",2019-02-05 15:00:00
锦州市,42,29,35,23,11,0.7,61,—,2019-02-05 15:00:00
营口市,70,47,90,12,18,0.4,54,PM10,2019-02-05 15:00:00
阜新市,31,14,31,32,6,0.4,69,—,2019-02-05 15:00:00
辽阳市,59,42,55,15,12,0.7,58,PM2.5,2019-02-05 15:00:00
盘锦市,64,46,68,11,11,0.7,69,PM2.5,2019-02-05 15:00:00
铁岭市,59,42,57,15,10,0.4,66,PM2.5,2019-02-05 15:00:00
朝阳市,39,27,27,16,4,0.6,72,—,2019-02-05 15:00:00
葫芦岛市,36,22,36,20,11,0.6,66,—,2019-02-05 15:00:00
长春市,33,23,29,14,10,0.4,73,—,2019-02-05 15:00:00
吉林市,31,15,31,12,10,0.6,74,—,2019-02-05 15:00:00
四平市,49,33,49,4,4,0.5,68,—,2019-02-05 15:00:00
辽源市,55,39,47,32,6,0.6,80,PM2.5,2019-02-05 15:00:00
通化市,40,22,40,10,14,0.6,56,—,2019-02-05 15:00:00
白山市,42,16,42,15,6,0.8,72,—,2019-02-05 15:00:00
松原市,77,56,74,6,6,0.4,80,PM2.5,2019-02-05 15:00:00
白城市,112,84,95,10,11,0.5,52,PM2.5,2019-02-05 15:00:00
延边州,42,29,37,9,7,0.6,79,—,2019-02-05 15:00:00
哈尔滨市,29,14,29,9,7,0.5,70,—,2019-02-05 15:00:00
齐齐哈尔市,20,11,20,35,8,0.5,62,—,2019-02-05 15:00:00
鸡西市,53,33,55,4,5,0.5,69,PM10,2019-02-05 15:00:00
鹤岗市,41,20,41,6,2,0.4,69,—,2019-02-05 15:00:00
双鸭山市,56,35,61,5,5,0.4,62,PM10,2019-02-05 15:00:00
大庆市,24,15,24,10,8,0.3,63,—,2019-02-05 15:00:00
伊春市,42,16,42,7,4,0.4,58,—,2019-02-05 15:00:00
佳木斯市,50,26,50,5,4,0.8,68,—,2019-02-05 15:00:00
七台河市,57,24,63,11,10,0.4,67,PM10,2019-02-05 15:00:00
牡丹江市,39,23,39,2,5,0.3,77,—,2019-02-05 15:00:00
黑河市,27,15,27,7,6,0.7,60,—,2019-02-05 15:00:00
绥化市,22,12,22,4,4,0.4,56,—,2019-02-05 15:00:00
大兴安岭地区,21,13,16,10,5,0.4,67,—,2019-02-05 15:00:00
上海市,62,18,74,7,17,0.4,85,PM10,2019-02-05 15:00:00
南京市,129,98,132,13,24,1.1,74,PM2.5,2019-02-05 15:00:00
无锡市,80,59,96,8,13,0.9,86,PM2.5,2019-02-05 15:00:00
江阴市,79,58,94,11,18,0.9,104,PM2.5,2019-02-05 15:00:00
宜兴市,144,110,134,14,10,1.7,78,PM2.5,2019-02-05 15:00:00
徐州市,168,127,178,14,19,1.1,102,PM2.5,2019-02-05 15:00:00
常州市,118,89,134,10,20,1.0,89,PM2.5,2019-02-05 15:00:00
溧阳市,226,176,—,11,21,2.3,83,PM2.5,2019-02-05 15:00:00
金坛市,127,96,117,12,14,1.6,91,PM2.5,2019-02-05 15:00:00
苏州市,75,55,75,7,17,0.6,83,PM2.5,2019-02-05 15:00:00
常熟市,71,45,91,17,22,0.6,90,PM10,2019-02-05 15:00:00
张家港市,72,52,80,5,10,0.8,100,PM2.5,2019-02-05 15:00:00
昆山市,69,33,88,8,16,0.8,86,PM10,2019-02-05 15:00:00
吴江市,98,73,92,12,16,0.9,101,PM2.5,2019-02-05 15:00:00
太仓市,63,31,76,12,8,0.6,92,PM10,2019-02-05 15:00:00
南通市,64,36,78,9,17,0.4,72,PM10,2019-02-05 15:00:00
海门市,59,15,67,11,25,0.8,90,PM10,2019-02-05 15:00:00
连云港市,117,88,143,16,12,0.9,97,PM2.5,2019-02-05 15:00:00
淮安市,123,93,154,10,14,1.0,89,PM2.5,2019-02-05 15:00:00
盐城市,88,65,114,6,6,0.7,92,PM2.5,2019-02-05 15:00:00
扬州市,129,98,128,10,21,0.8,83,PM2.5,2019-02-05 15:00:00
镇江市,127,96,118,9,17,0.9,81,PM2.5,2019-02-05 15:00:00
句容市,124,94,130,6,12,1.3,93,PM2.5,2019-02-05 15:00:00
泰州市,99,74,104,12,20,1.0,95,PM2.5,2019-02-05 15:00:00
宿迁市,166,126,202,14,22,1.2,97,PM2.5,2019-02-05 15:00:00
杭州市,158,120,158,7,22,1.3,58,PM2.5,2019-02-05 15:00:00
富阳市,200,150,188,2,8,1.9,28,PM2.5,2019-02-05 15:00:00
临安市,172,130,174,3,5,1.8,25,PM2.5,2019-02-05 15:00:00
宁波市,44,19,44,8,30,0.7,61,—,2019-02-05 15:00:00
温州市,64,38,78,7,10,0.7,94,PM10,2019-02-05 15:00:00
嘉兴市,72,51,93,6,16,0.7,74,PM10,2019-02-05 15:00:00
湖州市,137,104,136,8,14,1.2,82,PM2.5,2019-02-05 15:00:00
诸暨市,162,123,142,4,10,1.3,64,PM2.5,2019-02-05 15:00:00
金华市,103,77,94,7,17,1.0,68,PM2.5,2019-02-05 15:00:00
义乌市,—,—,—,—,—,—,—,—,2019-02-05 15:00:00
衢州市,142,108,142,5,15,1.2,51,PM2.5,2019-02-05 15:00:00
舟山市,50,21,50,5,25,0.6,58,—,2019-02-05 15:00:00
台州市,68,47,85,5,8,0.4,91,PM10,2019-02-05 15:00:00
丽水市,55,38,59,6,7,0.9,75,PM10,2019-02-05 15:00:00
绍兴市,153,117,150,6,19,1.2,51,PM2.5,2019-02-05 15:00:00
合肥市,236,186,190,16,19,1.0,75,PM2.5,2019-02-05 15:00:00
芜湖市,250,200,194,14,41,1.6,40,PM2.5,2019-02-05 15:00:00
蚌埠市,152,116,171,12,18,1.1,101,PM2.5,2019-02-05 15:00:00
淮南市,173,131,181,15,16,0.9,88,PM2.5,2019-02-05 15:00:00
马鞍山市,286,236,251,30,54,2.7,50,PM2.5,2019-02-05 15:00:00
淮北市,123,93,134,17,17,1.0,104,PM2.5,2019-02-05 15:00:00
铜陵市,222,172,155,29,36,2.1,41,PM2.5,2019-02-05 15:00:00
安庆市,282,232,271,18,16,1.4,56,PM2.5,2019-02-05 15:00:00
黄山市,95,71,90,7,15,1.0,38,PM2.5,2019-02-05 15:00:00
滁州市,198,148,195,16,25,1.3,78,PM2.5,2019-02-05 15:00:00
阜阳市,93,69,96,5,15,0.5,106,PM2.5,2019-02-05 15:00:00
宿州市,110,83,125,9,18,0.9,105,PM2.5,2019-02-05 15:00:00
六安市,95,71,111,7,8,0.6,76,PM2.5,2019-02-05 15:00:00
亳州市,151,112,252,12,16,0.8,116,PM10,2019-02-05 15:00:00
池州市,214,164,174,14,46,1.4,34,PM2.5,2019-02-05 15:00:00
宣城市,108,81,91,6,17,0.9,70,PM2.5,2019-02-05 15:00:00
福州市,73,53,71,5,9,1.0,91,PM2.5,2019-02-05 15:00:00
厦门市,133,101,125,8,19,1.0,71,PM2.5,2019-02-05 15:00:00
莆田市,74,54,66,8,13,1.1,82,PM2.5,2019-02-05 15:00:00
三明市,62,44,60,13,14,1.2,40,PM2.5,2019-02-05 15:00:00
泉州市,100,75,79,11,14,0.8,88,PM2.5,2019-02-05 15:00:00
漳州市,84,62,86,4,10,1.0,88,PM2.5,2019-02-05 15:00:00
南平市,53,37,38,11,9,1.0,54,PM2.5,2019-02-05 15:00:00
龙岩市,41,28,41,5,6,0.6,66,—,2019-02-05 15:00:00
宁德市,127,96,94,13,12,1.2,88,PM2.5,2019-02-05 15:00:00
南昌市,64,46,50,3,12,0.8,41,PM2.5,2019-02-05 15:00:00
景德镇市,80,59,71,5,17,0.8,28,PM2.5,2019-02-05 15:00:00
萍乡市,124,94,106,9,9,1.4,30,PM2.5,2019-02-05 15:00:00
九江市,188,141,156,16,18,0.8,42,PM2.5,2019-02-05 15:00:00
新余市,53,36,55,32,24,1.3,37,PM10,2019-02-05 15:00:00
鹰潭市,103,77,—,6,8,0.8,30,PM2.5,2019-02-05 15:00:00
赣州市,77,56,74,16,15,1.8,66,PM2.5,2019-02-05 15:00:00
吉安市,113,85,120,7,11,0.8,58,PM2.5,2019-02-05 15:00:00
宜春市,97,72,81,11,18,1.3,40,PM2.5,2019-02-05 15:00:00
抚州市,108,81,107,6,6,1.2,36,PM2.5,2019-02-05 15:00:00
上饶市,132,100,135,4,9,1.1,47,PM2.5,2019-02-05 15:00:00
济南市,145,111,173,24,17,0.8,117,PM2.5,2019-02-05 15:00:00
章丘市,122,92,162,40,15,1.5,114,PM2.5,2019-02-05 15:00:00
青岛市,81,35,111,10,15,0.7,92,PM10,2019-02-05 15:00:00
胶州市,158,120,199,12,21,1.5,116,PM2.5,2019-02-05 15:00:00
即墨市,100,65,150,12,13,0.9,115,PM10,2019-02-05 15:00:00
平度市,113,85,168,18,12,1.6,128,PM2.5,2019-02-05 15:00:00
胶南市,87,64,119,11,11,0.8,94,PM2.5,2019-02-05 15:00:00
莱西市,143,109,164,20,8,1.1,115,PM2.5,2019-02-05 15:00:00
淄博市,115,87,162,54,24,1.3,120,PM2.5,2019-02-05 15:00:00
枣庄市,168,127,205,25,20,1.2,110,PM2.5,2019-02-05 15:00:00
东营市,128,97,164,36,16,1.0,124,PM2.5,2019-02-05 15:00:00
烟台市,95,62,140,8,12,1.7,115,PM10,2019-02-05 15:00:00
莱州市,89,50,128,14,9,1.2,120,PM10,2019-02-05 15:00:00
蓬莱市,137,104,178,11,15,1.2,103,PM2.5,2019-02-05 15:00:00
招远市,98,73,130,18,18,1.3,118,PM2.5,2019-02-05 15:00:00
潍坊市,87,62,123,15,14,0.7,105,PM10,2019-02-05 15:00:00
寿光市,84,58,118,23,13,0.7,114,PM10,2019-02-05 15:00:00
济宁市,206,156,229,24,18,1.5,103,PM2.5,2019-02-05 15:00:00
泰安市,144,110,178,24,19,1.1,113,PM2.5,2019-02-05 15:00:00
威海市,80,47,109,6,11,0.6,107,PM10,2019-02-05 15:00:00
文登市,75,32,100,4,10,0.9,116,PM10,2019-02-05 15:00:00
荣成市,66,32,82,8,13,0.6,115,PM10,2019-02-05 15:00:00
乳山市,83,29,115,8,11,0.6,116,PM10,2019-02-05 15:00:00
日照市,160,122,215,13,26,0.8,83,PM2.5,2019-02-05 15:00:00
莱芜市,114,86,137,33,19,1.0,128,PM2.5,2019-02-05 15:00:00
临沂市,163,124,205,26,23,1.2,103,PM2.5,2019-02-05 15:00:00
德州市,457,390,557,31,41,2.4,53,PM10,2019-02-05 15:00:00
聊城市,264,214,297,28,20,1.2,101,PM2.5,2019-02-05 15:00:00
滨州市,150,115,182,35,19,1.5,126,PM2.5,2019-02-05 15:00:00
菏泽市,278,228,297,29,14,1.1,105,PM2.5,2019-02-05 15:00:00
郑州市,158,120,185,19,20,0.7,101,PM2.5,2019-02-05 15:00:00
开封市,202,152,196,21,18,0.6,114,PM2.5,2019-02-05 15:00:00
洛阳市,180,136,179,24,29,0.8,75,PM2.5,2019-02-05 15:00:00
平顶山市,143,109,166,22,15,1.0,100,PM2.5,2019-02-05 15:00:00
安阳市,340,290,363,44,32,2.0,124,PM2.5,2019-02-05 15:00:00
